mot	lemme
dynamique	dynamique
lmd	lmd
enfin	enfin
instrument	instrument
mission	mission
gps	gps
ros	ros
récepteur	récepteur
radio-occultation	radio-occultation
permettra	permettra
mesurer	mesurer
profils	profil
température	température
d'	de
eau	eau
l'	le
atmosphère	atmosphère
le	le
réchauffement	réchauffement
température	température
parle	parle
scientifiques	scientifique
contexte	contexte
global	global
changement	changement
climatique	climatique
conséquence	conséquence
accroissement	accroissemer
l'	le
humidité	humidité
basses	bas
couches	couche
l'	le
atmosphère	atmosphère
autrement	autrement
dit	dire
dernière	dernier
réchauffant	réchauffant
charge	charge
vapeur	vapeur
a	a
base	base
précipitations	précipitation
augmenter	augmenter
diminuer	diminuer
selon	selon
régions	région
d'	de
où	où
élévation	élévation
température	température
et	et
généralement	généralement
bouleversement	bouleversement
cycle	cycle
hydrologique	hydrologique
conséquent	conséquent
façon	façon
pluies	pluie
répartissent	répartissent
différents	différent
territoires	territoire
aujourd'hui	aujourd'hui
disposent	disposer
d'	de
observation	observation
historiques	historique
modèles	modèle
appréhender	appréhender
perspective	perspective
aujourd'hui	aujourd'hui
autant	autant
réponses	réponse
fournies	fourni
grande	grand
échelle	échelle
nos	notre
modèles	modèle
l'	le
air	air
robustes	robuste
autant	autant
l'	le
échelle	échelle
régionale	régional
elles	lui
font	faire
apparaître	apparaître
grandes	grand
différences	différence
sous	sou
tropiques	tropique
constate	constater
rémy	rémy
roca	roca
chercheur	chercheur
lmd	lmd
responsable	responsable
scientifique	scientifique
mégha	mégha
tropiques	tropiques
d'	de
où	où
difficulté	difficulter
bien	bien
comprendre	comprendre
d'	de
expliquer	expliquer
comment	comment
pourraient	pouvoir
évoluer	évoluer
circulations	circulation
tropicales	tropical
cycles	cycle
hydrologiques	hydrologique
la	le
mégha	mégha
tropiques	tropiques
permettre	permettre
d'	de
apporter	apporter
réponses	réponse
certaines	certain
questions	question
travers	travers
objectifs	objectif
scientifiques	scientifique
nombre	nombre
bilan	bilan
d'	de
eau	eau
d'	de
énergie	énergie
ceinture	ceinture
tropicale	tropical
cycle	cycle
vie	vie
systèmes	système
orageux	orageux
tropicaux	tropical
prévision	prévision
météorologique	météorologique
opérationnelle	opérationnel
hydrométéorologie	hydrométéorologie
tropicale	tropical
pendant	pendant
moins	moins
ans	an
soit	soit
durée	durée
vie	vie
nominale	nominal
pourrait	pouvoir
bénéficier	bénéficier
d'	de
une	un
extension	extension
complémentaire	complémentaire
ans	an
satellite	satellite
via	via
segment	segmer
sol	sol
chargé	charger
recevoir	recevoir
traiter	traiter
distribuer	distribuer
données	donnée
permettre	permettre
scientifiques	scientifique
services	service
météorologiques	météorologique
opérationnels	opérationnel
d'	de
utiliser	utiliser
produits	produit
scientifiques	scientifique
validés	valider
équipes	équipe
impliqués	impliquer
longues	long
années	année
précisons	précison
qu'	que
à	à
l'	le
équipe	équipe
scientifique	scientifique
française	français
composée	composer
issus	issu
différents	différent
laboratoires	laboratoire
placée	placer
sous	sou
responsabilité	responsabilité
rémy	rémy
roca	roca
l'	le
équipe	équipe
scientifique	scientifique
indienne	indien
fortes	fort
coopérations	coopération
franco-indienne	franco-indienn
venu	venir
s'	se
ajouter	ajouter
récemment	récemment
équipe	équipe
scientifique	scientifique
internationale	international
regroupe	regrouper
laboratoires	laboratoire
américains	américain
sélectionnés	sélectionner
appel	appel
d'	de
offres	offre
ainsi	ainsi
services	service
météorologiques	météorologique
opérationnels	opérationnel
européens	européen
recevront	recevoir
données	donnée
mégha	mégha
tropiques	tropiques
via	via
l'	le
organisation	organisation
européenne	européen
eumetsat	eumetsat
pourront	pouvoir
utiliser	utiliser
modèles	modèle
numérique	numérique
temps	temps
surveillance	surveillance
phénomènes	phénomène
tropicaux	tropical
megha	megha
tropiques	tropiques
fournira	fournir
données	donnée
essentielles	essentiel
structure	structure
interne	interne
cyclones	cyclone
tropicaux	tropical
données	donnée
pourront	pouvoir
utilisées	utiliser
temps	temps
réel	réel
météo	météo
france	france
responsabilité	responsabilité
protection	protection
cyclonique	cyclonique
départements	département
d'	de
outre-mer	outre-mer
souligne	souligner
-t	-t
-on	on
cnes	cnes
en	en
outre	outre
accord	accord
coopération	coopération
mégha	mégha
tropique	tropique
global	global
précipitation	précipitation
measurement	measurement
gpm	gpm
programme	programme
conjoint	conjoint
nasa	nasa
jaxa	jaxa
l'	le
agence	agence
japonaise	japonais
regroupe	regrouper
nombreux	nombreux
scientifiques	scientifique
entier	entier
devrait	devoir
signé	signer
prochainement	prochainement
ce	ce
devrait	devoir
donner	donner
véritable	véritable
dimension	dimension
mondiale	mondial
mégha	mégha
tropiques	tropiques
enfin	enfin
brésiliens	brésiliens
déclarés	déclarer
intéressés	intéresser
l'	le
utilisation	utilisation
données	donnée
mégha	mégha
tropiques	tropiques
prévisions	prévision
météorologiques	météorologiquer
au-dessus	au-dessus
territoire	territoire
d'	de
où	où
accord	accord
coopération	coopération
préparation	préparation
un	un
fauteuil	fauteuil
roulant	rouler
intelligent	intelliger
testé	tester
cliniquement	cliniquement
dans	dans
franco-anglais	franco-anglai
sysiass	sysiass
système	système
intelligent	intelliger
autonome	autonome
d'	de
aide	aide
soins	soins
santé	santé
soutenu	soutenir
financièrement	financièremer
programme	programm
interreg	interreg
iva	iva
mers	mer
associe	associ
partenaires	partenaire
universitaires	universitaire
hospitaliers	hospitalier
collaborateurs	collaborateur
médicaux	médical
côté	côté
manche	manche
équipe	équipe
l'	le
isen	isen
institut	institut
supérieur	supérieur
l'	le
electronique	electronique
numérique	numérique
porteuse	porteur
projet	projet
développé	développé
synergie	synergie
l'	le
équipe	équipe
médicale	médical
fondation	fondation
garches	garches
cic	cic
it	it
garches	garches
l'	le
hôpital	hôpital
r.	r.
poincaré	poincaré
dispositif	dispositif
d'	de
aide	aide
conduite	conduite
fauteuils	fauteuil
roulants	roulant
électriques	électrique
l'	le
objectif	objectif
d'	de
offrir	offrir
personnes	personne
atteintes	atteindre
d'	de
un	un
handicap	handicap
moteur	moteur
aide	aide
technique	technique
évolutive	évolutif
adaptable	adaptable
tous	tout
types	type
fauteuils	fauteuil
ainsi	ainsi
fauteuil	fauteuil
roulant	rouler
intelligent	intelligent
premiers	premier
tests	test
cliniques	clinique
viennent	venir
commencer	commencer
l'	le
hôpital	hôpital
garches	garches
s'	se
adresse	adresse
qu'	que
aux	à
personnes	personne
handicapées	handicaper
professionnels	professionnel
santé	santé
médecins	médecin
rééducation	rééducation
ergothérapeutes	ergothérapeute
personnels	personnel
travaillant	travailler
centres	centre
rééducation	rééducation
hôpitaux	hôpital
précisons	précison
l'	le
ambition	ambition
projet	projet
duquel	duquel
mission	mission
d'	de
insertion	insertion
groupe	groupe
thales	thales
fondation	fondation
norbert	norbert
segard	segard
l'	le
université	université
catholique	catholique
lille	lille
participent	participer
financement	financement
réalisation	réalisation
prototype	prototyp
mener	mener
d'	de
un	un
dispositif	dispositif
d'	de
aide	aide
prototype	prototype
jusqu'	jusque
à	à
l'	le
industrialisation	industrialisation
si	si
l'	le
heure	heure
seul	seul
fauteuil	fauteuil
roulant	rouler
équipé	équipé
dispositif	dispositif
d'	de
aide	aide
conduite	conduite
commence	commence
testé	tester
cliniquement	cliniquement
long	long
versions	version
successives	successif
prototype	prototype
fauteuil	fauteuil
roulant	rouler
intelligent	intelliger
seront	être
testées	tester
auprès	auprès
utilisateurs	utilisateur
biais	biais
là	là
encore	encore
d'	de
essais	essai
cliniques	clinique
parallèlement	parallèlement
organiseront	organiser
conférences	conférence
grand	grand
public	public
état	état
l'	le
avancement	avancement
travaux	traval
a	a
fin	fin
projet	projet
lille	lille
accueillera	accueillir
conférence	conférence
ayant	avoir
sujet	sujet
avancées	avancée
technologiques	technologique
domaine	domaine
médical	médical
la	le
dga	dga
présente	présent
hercule	hercule
prototype	prototype
robot	robot
collaboratif	collaboratif
a	à
l'	le
occasion	occasion
millipol	millipol
salon	salon
mondial	mondial
sécurité	sécurité
intérieure	intérieure
etats	etat
organisé	organiser
paris	paris
direction	direction
générale	général
l'	le
armement	armement
dga	dga
présenté	présenter
stand	stand
quatre	quatre
innovations	innovation
l'	le
une	un
exclusivité	exclusivité
baptisée	baptiser
hercule	hercule
il	il
s'	se
agit	agir
d'	de
un	un
prototype	prototype
cobot	cobot
c'	ce
est	est
à	à
dire	dire
d'	de
un	un
robot	robot
collaboratif	collaboratif
fruit	fruit
d'	de
un	un
programme	programme
lancé	lancer
dga	dga
confié	confier
rb3d	rb3d
pme	pme
basée	baser
auxerre	auxerre
véritable	véritable
concentré	concentrer
d'	de
innovations	innovation
celui-ci	celui-ci
destiné	destiner
assister	assister
port	port
manipulation	manipulation
charges	charge
lourdes	lourd
soldat	soldat
membre	membre
d'	de
une	un
unité	unité
d'	de
élite	élite
sauveteur	sauveteur
pour	pour
faire	faire
hercule	hercule
constitué	constituer
jambes	jambe
mécatroniques	mécatronique
supportant	supportant
structure	structure
dorsale	dorsal
capable	capable
porter	porter
charge	charge
sans	sans
effort	effort
prochainement	prochainement
sera	être
équipé	équiper
bras	bras
mécatroniques	mécatronique
lui	luire
permettront	permettre
manipuler	manipuler
charges	charge
lourdes	lourd
ce	ce
rend	rendre
unique	unique
c'	ce
est	être
qu'	que
hercule	hercule
n'	ne
est	être
commandé	commander
souligne	souligner
-t	-t
-on	on
dga	dga
en	en
effet	effet
cobot	cobot
détecte	détecter
lui-même	lui-même
mouvements	mouvement
l'	le
utilisateur	utilisateur
accompagner	accompagner
supportant	supportant
efforts	effort
place	place
l'	le
homme	homme
ainsi	ainsi
sécurité	sécurité
l'	le
utilisateur	utilisateur
centrale	centrale
inertielle	inertiel
supervise	superviser
l'	le
équilibre	équilibre
l'	le
exosquelette	exosquelette
précisons	précison
hercule	hercule
disposera	disposer
d'	de
une	un
autonomie	autonomie
l'	le
ordre	ordre
km	kilomètre
km	kilomètre
/	sur
h	heure
objectif	objectif
charge	charge
l'	le
ordre	ordre
kg	kilogramme
commercialisé	commercialisé
l'	le
horizon	horizon
courant	courir
hercule	hercule
devrait	devoir
utilisé	utiliser
unités	unité
d'	de
élite	élite
sécurité	sécurité
transporter	transporter
équipements	équipement
lourds	lourd
sites	site
d'	de
intervention	intervention
le	le
personnel	personnel
médical	médical
pourra	pouvoir
appel	appel
cobot	cobot
manutention	manutention
handicapés	handicapé
l'	le
incapacité	incapacité
déplacer	déplacer
de	de
même	même
ouvriers	ouvrier
btp	btp
pourraient	pouvoir
l'	le
utiliser	utiliser
manipuler	manipuler
charges	charge
lourdes	lourd
chantiers	chantier
de	de
nouveaux	nouveau
résultats	résultat
variations	variation
électromagnétiques	électromagnétique
terre	terre
géophysiciens	géophysicien
venant	venir
chine	chine
colombie	colombie
europe	europe
inde	inde
japon	japon
nouvelle	nouvelle
zélande	zélande
russie	russie
etats-unis	etats-unis
travaillant	travailler
sujets	sujet
liés	lier
sismologie	sismologie
tectonique	tectonique
émissions	émission
électromagnétiques	électromagnétique
modélisation	modélisation
ionosphérique	ionosphérique
viennent	venir
participer	participer
second	second
colloque	colloque
international	international
demeter	demeter
s'	se
est	être
tenu	tenir
siège	siège
cnes	cnes
paris	paris
rappelons	rappelons
demeter	demeter
detection	detection
of	of
electro-magnetic	electro-magnetic
emissions	emissions
transmitted	transmitted
from	from
earthquake	earthquake
regions	region
1er	premier
filière	filière
microsatellites	microsatellite
myriades	myriade
développés	développé
cnes	cnes
dédiés	dédier
missions	mission
scientifiques	scientifique
faible	faible
coût	coût
lancé	lancer
juin	juin
orbite	orbite
circulaire	circulaire
quasi	quasi
héliosynchrone	héliosynchrone
altitude	altitude
km	kilomètre
pris	prendre
fin	fin
décembre	décembre
les	le
objectifs	objectif
scientifiques	scientifique
demeter	demeter
étaient	être
d'	de
étudier	étudier
perturbations	perturbation
ionosphériques	ionosphérique
relation	relation
phénomènes	phénomène
naturels	naturel
tels	tel
séismes	séisme
éruptions	éruption
volcaniques	volcanique
tsunamis	tsunamis
activités	activité
anthropiques	anthropique
l'	le
apport	apport
compréhension	compréhension
mécanismes	mécanisme
génération	génération
perturbations	perturbation
les	le
présentations	présentation
montré	montrer
l'	le
on	on
observe	observer
modification	modification
l'	le
ionosphère	ionosphère
avant	avant
séismes	séisme
cela	celer
dit	dire
modification	modification
faible	faible
peut	pouvoir
mise	mise
évidence	évidence
manière	manière
statistique	statistique
des	un
résultats	résultat
font	faire
actuellement	actuellement
l'	le
objet	objet
d'	de
un	un
débat	débat
communauté	communauté
scientifique	scientifique
plusieurs	plusieurs
exposés	exposer
consacrés	consacrer
tremblement	tremblement
terre	terre
important	important
tohoku	tohoku
s'	se
est	être
produit	produire
mars	mars
japon	japon
quelques	quelque
heures	heure
avant	avant
séisme	séisme
augmentation	augmentation
densité	densité
ionosphérique	ionosphérique
observée	observer
concernant	concerner
ondes	onde
électromagnétiques	électromagnétique
émises	émise
l'	le
activité	activité
humaine	humain
détectées	détecter
jusqu'	jusque
à	à
l'	le
altitude	altitude
satellite	satellite
intervenants	intervenant
montré	montrer
ondes	onde
émetteurs	émetteur
basse	bas
fréquence	fréquence
utilisés	utiliser
communications	communication
radionavigation	radionavigation
induisent	induire
changements	changement
ceintures	ceinture
radiations	radiation
entourent	entourent
terre	terre
d'	de
autres	autre
études	étude
consacrées	consacrée
l'	le
émission	émission
due	devoir
l'	le
activité	activité
orageuse	orageux
préparation	préparation
taranis	taranis
doit	devoir
lancée	lancée
l'	le
horizon	horizon
lancement	lancement
l'	le
accélérateur	accélérateur
linéaire	linéaire
spiral2	spiral2
projet	projet
priorité	priorité
nationale	national
cea	cea
cnrs	cnrs
fruit	fruit
collaborations	collaboration
techniques	technique
scientifiques	scientifique
nombreux	nombreux
laboratoires	laboratoire
français	français
européens	européen
internationaux	international
l'	le
accélérateur	accélérateur
spiral2	spiral2
vient	venir
d'	de
être	être
lancée	lancer
ganil	ganil
cea	cea
cnrs	cnrs
situé	situer
caen	caen
basse-normandie	basse-normandie
destiné	destiner
produire	produire
abondance	abondance
physiciens	physicien
appellent	appeler
noyaux	noyau
exotiques	exotique
noyaux	noyal
n'	ne
existent	exister
l'	le
état	état
naturel	naturel
terre	terre
rappelons	rappelons
ganil	ganil
actuellement	actuellement
l'	le
un	un
quatre	quatre
grands	grand
centres	centre
internationaux	international
dédiés	dédier
gsi	gsi
allemagne	allemagne
msu	msu
etats-unis	etats-unis
riken	riken
japon	japon
or	or
spiral2	spiral2
placera	placera
premier	premier
rang	rang
mondial	mondial
grâce	grâce
accélérateur	accélérateur
linéaire	linéaire
supraconducteur	supraconducteur
physiciens	physicien
pourront	pouvoir
étudier	étudier
structure	structure
noyau	noyau
atomique	atomique
mieux	mieux
comprendre	comprendre
certaines	certain
réactions	réaction
déroulant	dérouler
