mot	lemme
atouts	atout
permettent	permettre
d'	de
envisager	envisager
nombreuses	nombreux
applications	application
industrielles	industriel
Par	par
ailleurs	ailleurs
résultats	résultat
travaux	travail
l'	le
objet	objet
brevets	brevet
offrent	offrir
nouvelles	nouveau
perspectives	perspective
pourraient	pouvoir
conduire	conduire
terme	terme
l'	le
élaboration	élaboration
d'	de
autres	autre
molécules	molécule
propriétés	propriété
antigel	antigel
Une	un
nouvelle	nouveau
technique	technique
voir	voir
structure	structure
nanométrique	nanométrique
cristaux	cristal
Jusqu'	jusque
à	à
présent	présent
existait	exister
techniques	technique
analyser	analyser
matériaux	matériau
cristallins	cristallin
contenant	contenir
imperfections	imperfection
D'	de
un	un
côté	côté
diffractions	diffraction
rayons	rayon
X	x
classique	classique
grâce	grâce
laquelle	lequel
peut	pouvoir
collecter	collecter
2D	2D
sans	sans
abîmer	abîmer
l'	le
échantillon	échantillon
informations	information
défauts	défaut
régularité	régularité
l'	le
échantillon	échantillon
vrai	vrai
résolution	résolution
limitée	limité
l'	le
ordre	ordre
micromètre	micromètre
De	de
l'	le
autre	autre
microscopie	microscopie
électronique	électronique
transmission	transmission
MET	MET
dotée	doter
d'	de
une	un
bien	bien
meilleure	meilleur
résolution	résolution
certes	certes
elle	lui
fournit	fournir
vraie	vraie
image	image
cristal	cristal
reste	reste
technique	technique
destructive	destructif
D'	de
où	où
l'	le
intérêt	intérêt
technique	technique
développée	développer
Virginie	Virginie
Chamard	Chamard
collègues	collègue
l'	le
Institut	Institut
Fresnel	Fresnel
CNRS	CNRS
Universités	Universités
Aix	Aix
Marseille	Marseille
Ecole	ecole
Centrale	centrale
Marseille	Marseille
collaboration	collaboration
l'	le
ESRF	esrf
European	European
Synchrotron	Synchrotron
Radiation	Radiation
Facility	Facility
puisque	puisque
celle-ci	celui-ci
surmonte	surmont
limitations	limitation
techniques	technique
classiques	classique
cumulant	cumuler
avantages	avantage
Cette	ce
nouvelle	nouveau
technique	technique
produit	produit
images	image
3D	3d
haute	haute
résolution	résolution
quelques	quelque
dizaines	dizaine
nanomètres	nanomètre
sans	sans
autant	autant
détruire	détruire
l'	le
échantillon	échantillon
apporte	apporter
autant	autant
d'	de
informations	information
diffraction	diffraction
classique	classique
rayons	rayon
X.	X.
Qui	qui
est	être
elle	lui
permet	permettre
d'	de
analyser	analyser
régions	région
étendues	étendue
potentiellement	potentiellement
infinies	infini
Concrètement	concrètement
technique	technique
l'	le
objet	objet
d'	de
une	un
publication	publication
revue	revue
Nature	nature
Communications	communication
novembre	novembre
consiste	consister
focaliser	focaliser
l'	le
échantillon	échantillon
analyser	analyser
faisceau	faisceau
rayons	rayon
X	x
microscopique	microscopique
produit	produit
synchrotron	synchrotron
l'	le
occurrence	occurrence
l'	le
ESRF	esrf
Grenoble	Grenoble
Et	et
pendant	pendant
faisceau	faisceau
balaie	balaie
l'	le
échantillon	échantillon
détecteur	détecteur
capte	capter
l'	le
intensité	intensité
rayons	rayon
X	x
diffractés	diffracté
autrement	autrement
dit	dire
déviés	dévier
l'	le
échantillon	échantillon
permettant	permettre
d'	de
acquérir	acquérir
série	série
clichés	cliché
diffraction	diffraction
Reste	reste
ensuite	ensuite
traiter	traiter
derniers	dernier
l'	le
aide	aide
d'	de
un	un
algorithme	algorithme
grâce	grâce
auquel	auquel
produite	produite
image	image
3D	3d
l'	le
ensemble	ensemble
l'	le
échantillon	échantillon
détailles	détaille
petits	petit
largeur	largeur
faisceau	faisceau
Trois	Trois
travail	travail
auront	avoir
nécessaires	nécessaire
Virginie	Virginie
Chamard	Chamard
équipe	équipe
adapter	adapter
l'	le
imagerie	imagerie
cristaux	cristal
technique	technique
dite	dire
ptychographie	ptychographie
imaginée	imaginer
dès	dès
physicien	physicien
allemand	allemand
Walter	Walter
Hoppe	Hoppe
Celle	celui
ci	ci
devrait	devoir
révolutionner	révolutionner
diverses	divers
disciplines	discipline
sciences	science
vivant	vivre
microélectronique	microélectronique
où	où
l'	le
on	on
étudie	étudier
structures	structure
cristallines	cristallin
complexes	complexe
Communications	communication
novembre	novembre
Droit	droit
l'	le
espace	espace
télécommunications	télécommunications
l'	le
Université	université
Paris	Paris
Sud	Sud
C'	ce
est	être
l'	le
initiative	initiative
professionnels	professionnel
l'	le
espace	espace
télécommunications	télécommunications
Faculté	faculté
Jean	Jean
Monnet	Monnet
l'	le
Université	université
Paris	Paris
Sud	Sud
créé	créer
l'	le
Institut	Institut
Droit	Droit
l'	le
Espace	espace
Télécommunications	télécommunications
IDEST	idest
partie	partie
Collège	collège
d'	de
Etudes	etude
Interdisciplinaires	interdisciplinaire
l'	le
Université	université
Paris	Paris
Sud	Sud
Couvrant	couvrir
tous	tout
aspects	aspect
juridiques	juridique
liés	lier
l'	le
utilisation	utilisation
l'	le
espace	espace
applications	application
spatiales	spatial
institut	institut
s'	se
intéresse	intéresser
coopération	coopération
industrielle	industriel
financement	financement
projets	projet
En	en
outre	outre
l'	le
IDEST	idest
possède	posséder
capacité	capacité
d'	de
analyse	analyse
politiques	politique
spatiales	spatial
nationales	national
civiles	civil
commerciales	commercial
militaires	militaire
Reconnu	reconnaître
l'	le
ONU	ONU
l'	le
une	un
équipes	équipe
actives	active
domaine	domaine
institut	institut
participe	participe
nombreuses	nombreux
rencontres	rencontre
internationales	international
développe	développer
contrats	contrat
nationaux	national
internationaux	international
En	en
matière	matière
d'	de
enseignement	enseignement
Master	master
Droit	Droit
activités	activité
spatiales	spatial
télécommunications	télécommunications
propose	proposer
aujourd'hui	aujourd'hui
Faculté	faculté
Jean	Jean
Monnet	Monnet
l'	le
Université	université
Paris	Paris
Sud	Sud
accueilli	accueillir
étudiants	étudiant
issu	issu
pays	pays
C'	ce
est	être
désormais	désormais
l'	le
une	un
formations	formation
juridiques	juridique
incontournables	incontournable
entamer	entamer
poursuivre	poursuivre
carrière	carrière
l'	le
espace	espace
télécommunications	télécommunications
C'	ce
est	être
premier	premier
diplôme	diplôme
rassemble	rassembler
compétences	compétence
Rappelons	Rappelons
qu'	que
il	il
conçu	concevoir
partenariat	partenariat
grandes	grand
entreprises	entreprise
institutions	institution
secteurs	secteur
l'	le
espace	espace
l'	le
aéronautique	aéronautique
télécommunications	télécommunications
chaque	chaque
année	année
orientations	orientation
redéfinies	redéfinie
fonction	fonction
réalités	réalité
marché	marché
travail	travail
La	le
Fondation	fondation
EADS	ead
Arts	art
Métiers	métier
ParisTech	paristech
partenaires	partenaire
d'	de
une	un
chaire	chaire
Hélicoptère	Hélicoptère
Inaugurée	Inaugurée
officiellement	officiellement
décembre	décembre
Chaire	Chaire
d'	de
enseignement	enseignement
Dynamique	dynamique
systèmes	système
mécaniques	mécanique
complexes	complexe
surnommée	surnommer
Chaire	Chaire
Hélicoptère	Hélicoptère
fruit	fruit
d'	de
un	un
partenariat	partenariat
Fondation	fondation
d'	de
entreprise	entreprise
EADS	ead
Arts	art
Métiers	métier
ParisTech	paristech
Les	le
seront	être
menés	mener
porteront	porter
maîtrise	maîtrise
dynamique	dynamique
systèmes	système
complexes	complexe
application	application
aéronefs	aéronef
missions	mission
l'	le
hélicoptère	hélicoptère
Cette	ce
chaire	chaire
abritera	abriter
nouvelle	nouveau
formation	formation
mécatronique	mécatronique
appliquées	appliqué
l'	le
aéronautique	aéronautique
hélicoptères	hélicoptère
Précisons	précison
étudiants	étudiant
suivront	suivre
formation	formation
réaliseront	réaliser
stage	stage
Projet	Projet
Fin	fin
d'	de
Etudes	etude
d'	de
une	un
entreprises	entreprise
partenaires	partenaire
d'	de
Eurocopter	eurocopter
Munich	Munich
Valence	Valence
Les	le
recherches	recherche
menées	mener
chaire	chaire
seront	être
réalisés	réaliser
d'	de
INOVSYS	INOVSYS
Plateforme	Plateforme
Technologique	technologique
créée	créer
juste	juste
an	an
région	région
Provence	provence
Alpes	Alpes
Côte	côte
d'	de
Azur	Azur
PACA	pacer
l'	le
un	un
membres	membre
Centre	centre
Arts	Arts
Métiers	métier
d'	de
Aix-en-Provence	Aix-en-Provence
Labellisée	labelliser
pôles	pôle
compétitivité	compétitivité
PEGASE	pegase
CapEnergie	capenergie
Eurobiomed	eurobiomed
Optitec	Optitec
Artemis	Artemis
réseau	réseau
d'	de
entreprises	entreprise
PRIDES	pride
Pôles	pôle
Régionaux	Régionaux
d'	de
Innovation	innovation
Développement	développement
Economique	Economique
Solidaire	Solidaire
INOVSYS	inovsys
vocation	vocation
booster	booster
appliquée	appliquer
amenant	amener
travailler	travailler
ensemble	ensemble
autrement	autrement
industriels	industriel
enseignants	enseignant
chercheurs	chercheur
ingénieurs	ingénieur
IZEST	izest
vers	vers
puissants	puissant
monde	monde
Les	le
novembre	novembre
dernier	dernier
Palaiseau	Palaiseau
l'	le
Ecole	Ecole
Polytechnique	Polytechnique
organisait	organiser
workshop	workshop
l'	le
International	international
Center	Center
Zetta	Zetta
Exawatt	Exawatt
Science	Science
and	and
Technology	Technology
IZEST	IZEST
plate	plate
forme	forme
dédiée	dédier
l'	le
étude	étude
technologie	technologie
futurs	futur
forte	fort
puissance	puissance
régime	régime
Exawatt	Exawatt
Zettawatt	Zettawatt
c'	ce
est	est
à	à
dire	dire
machines	machine
capables	capable
générer	générer
l'	le
équivalent	équivalent
d'	de
un	un
million	million
puissance	puissance
réseau	réseau
électrique	électrique
mondial	mondial
temps	temps
extrêmement	extrêmement
bref	bref
l'	le
ordre	ordre
femto	femto
seconde	second
soit	soit
seconde	second
Des	un
chiffres	chiffre
donnent	donner
tournis	tournis
A	a
occasion	occasion
Général	général
Xavier	xavier
Michel	Michel
directeur	directeur
général	général
l'	le
Ecole	Ecole
Polytechnique	Polytechnique
Daniel	Daniel
Verwaerde	Verwaerde
directeur	directeur
applications	application
militaires	militaire
CEA	CEA
signé	signer
protocole	protocole
d'	de
accord	accord
création	création
plate	plate
forme	forme
unique	unique
monde	monde
A	a
jour	jour
seuls	seul
Russes	russe
affiché	affiché
ambition	ambition
quelque	quelque
peu	peu
comparable	comparable
méga	méga-octet
projets	projet
proposés	proposer
Vladimir	Vladimir
Poutine	Poutine
revitaliser	revitaliser
science	science
pays	pays
Ils	il
annoncé	annoncer
souhait	souher
concevoir	concevoir
laser	laser
gamme	gamme
Exawatt	Exawatt
qui	qui
certains	certain
articles	article
qualifié	qualifier
sub-Exawatt	sub-exawatt
rappelle	rappell
Thierry	Thierry
Massard	Massard
directeur	directeur
scientifique	scientifique
Direction	direction
Applications	application
Militaires	militaire
DAM	DAM
CEA	cea
Mais	mais
l'	le
on	on
s'	se
y	y
trompe	trompe
pas	pas
idée	idée
émerge	émerge
France	France
sous	sou
l'	le
impulsion	impulsion
physicien	physicien
Gérard	Gérard
Mourou	Mourou
l'	le
appui	appui
DAM	DAM
l'	le
Ecole	Ecole
Polytechnique	Polytechnique
intéresse	intéresser
beaucoup	beaucoup
physiciens	physicien
monde	monde
D'	de
où	où
présence	présence
d'	de
une	un
centaine	centaine
participants	participant
d'	de
une	un
vingtaine	vingtaine
pays	pays
lors	lors
workshop	workshop
d'	de
IZEST	IZEST
Beaucoup	beaucoup
physiciens	physicien
hautes	haute
énergies	énergie
expliqué	expliquer
idées	idée
manquent	manquer
laboratoires	laboratoire
qu'	que
ils	il
attendent	attendre
impatiemment	impatiemment
sources	source
gamme	gamme
Exawatt	Exawatt
Zetawatt	Zetawatt
nécessaires	nécessaire
réalisation	réalisation
d'	de
expériences	expérience
vont	aller
émerger	émerger
nouvelle	nouveau
physique	physique
précise	préciser
directeur	directeur
scientifique	scientifique
DAM	DAM
Sonder	sonder
fameuse	fameux
matière	matière
noire	noir
matière	matière
hypothétique	hypothétique
jusqu'	jusque
à	à
présent	présent
non	non
détectée	détecter
constituerait	constituer
%	pourcent
densité	densité
totale	total
l'	le
univers	univers
observable	observable
comprendre	comprendre
vide	vide
produire	produire
neutrinos	neutrino
mesurer	mesurer
nouveau	nouveau
effets	effet
étranges	étrange
particules	particule
vitesse	vitesse
selon	selon
certaines	certain
observations	observation
récentes	récent
dépasserait	dépasser
celle	celui
lumière	lumière
Les	le
idées	idée
permet	permettre
d'	de
envisager	envisager
l'	le
émergence	émergence
moyen	moyen
terme	terme
forte	fort
puissance	puissance
nombreuses	nombreux
originales	original
A	à
l'	le
origine	origine
engouement	engouement
Exawatt	exawatt
Zettawatt	Zettawatt
publication	publication
numéro	numéro
janvier	janvier
célèbre	célèbre
revue	revue
scientifique	scientifique
Science	Science
co-signée	co-signer
Gérard	Gérard
Mourou	Mourou
Toshiki	toshiki
Tajima	Tajima
Les	le
scientifiques	scientifique
expliquent	expliquer
face	face
besoins	besoin
croissants	croissant
physiciens	physicien
hautes	haute
énergies	énergie
Petawatt	Petawatt
devraient	devoir
opérationnels	opérationnel
d'	de
ici	ici
quelques	quelque
années	année
suffiront	suffire
pas	pas
D'	de
où	où
nécessité	nécessité
d'	de
aller	aller
bien	bien
au-delà	au-delà
régime	régime
Exawatt	Exawatt
Zettawatt	Zettawatt
permettra	permettra
naissance	naissance
d'	de
une	un
nouvelle	nouveau
physique	physique
Gérard	Gérard
Mourou	Mourou
Toshiki	Toshiki
Tajima	Tajima
venus	venir
voir	voir
CEA	cea
parce	parce
disposons	disposon
laser	laser
énergétique	énergétique
d'	de
Europe	Europe
pourrait	pouvoir
servir	servir
banc	banc
d'	de
essais	essai
tester	tester
concepts	concept
Parallèlement	parallèlement
ils	il
souhaité	souhaiter
travailler	travailler
l'	le
Ecole	Ecole
Polytechnique	Polytechnique
regroupe	regrouper
région	région
parisienne	parisien
quelques-uns	quelques-uns
meilleurs	meilleur
spécialistes	spécialiste
domaine	domaine
D'	de
où	où
mariage	mariage
CEA	CEA
/	sur
DAM	DAM
l'	le
Ecole	Ecole
Polytechnique	Polytechnique
d'	de
un	un
travail	travail
évidemment	évidemment
prospectif	prospectif
indique	indique
Thierry	Thierry
Massard	Massard
Et	et
c'	ce
est	être
vient	venir
d'	de
être	être
créée	créer
IZEST	izest
plate	plate
forme	forme
l'	le
ambition	ambition
susciter	susciter
réflexion	réflexion
autour	autour
futur	futur
communauté	communauté
physiciens	physicien
hautes	haute
énergies	énergier
CERN	CERN
Suisse	Suisse
Fermilab	Fermilab
Etats-Unis	Etats-Unis
KEK	kek
Japon	Japon
Tous	tout
posent	poser
question	question
savoir	savoir
comment	comment
dépasser	dépasser
niveau	niveau
d'	de
énergie	énergie
d'	de
une	un
installation	installation
LHC	LHC
Or	or
réponse	réponse
semble	sembler
d'	de
utiliser	utiliser
capacité	capacité
futurs	futur
énergétiques	énergétique
l'	le
accélération	accélération
particules	particule
invention	invention
Toshiki	Toshiki
Tajima	Tajima
niveaux	niveau
jamais	jamais
atteints	atteindre
grands	grand
accélérateurs	accélérateur
Cela	celer
implique	impliquer
évidemment	évidemment
ruptures	rupture
technologiques	technologique
extrêmement	extrêmement
importantes	important
doivent	devoir
anticipées	anticiper
dès	dès
aujourd'hui	aujourd'hui
C'	ce
est	être
sorte	sorte
vision	vision
stratégique	stratégique
d'	de
autant	autant
importante	important
France	France
toujours	toujours
peu	peu
pointe	pointe
domaine	domaine
souhaite	souhaiter
rester	rester
C'	ce
est	être
d'	de
ailleurs	ailleurs
l'	le
ambition	ambition
grand	grand
pôle	pôle
Lasers	laser
construit	construit
région	région
Aquitaine	aquitaine
lequel	lequel
IZEST	izest
compte	compte
bien	bien
s'	se
appuyer	appuyer
Il	il
trentaine	trentaine
d'	de
années	année
Gérard	Gérard
Mourou	Mourou
eu	avoir
intuition	intuition
géniale	génial
l'	le
a	avoir
conduit	conduire
inventer	inventer
Chirped	Chirped
Pulse	Pulse
Amplification	amplification
CPA	CPA
technique	technique
