mot	racine
santé	sant
certains	certain
matériaux	matérial
visée	vis
thérapeutique	thérapeut
renfermant	renferm
particules	particul
agents	agent
actifs	actif
résume	résum
Sylvaine	sylvain
Jacquart	jacquart
Si	si
type	typ
ciment	ciment
injectable	inject
lequel	lequel
elle	elle
travaille	travaill
commencé	commenc
développé	développ
vingtaine	vingtain
d'	d'
années	anné
il	il
améliorations	amélior
apporter	apport
d'	d'
optimiser	optimis
type	typ
matériau	matériau
estime	estim
-t	-t
-elle	-el
Elle	elle
rappelle	rappel
qu'	qu'
un	un
tel	tel
ciment	ciment
biomimétique	biomimet
injectable	inject
s'	s'
il	il
utilisé	utilis
combler	combl
cavités	cavit
osseuses	osseux
doit	doit
dégrader	dégrad
quelques	quelqu
mois	mois
l'	l'
os	os
remodèle	remodel
progressivement	progress
Or	or
ciments	ciment
disponibles	disponibl
aujourd'hui	aujourd'hui
dégradent	dégradent
difficilement	difficil
après	apres
années	anné
C'	c'
est	est
pourquoi	pourquoi
cherchons	cherchon
obtenir	obten
matériau	matériau
dégrade	dégrad
rapidement	rapid
lui	lui
conférant	confer
propriétés	propriet
anti-bactériennes	anti-bactérien
éviter	évit
risques	risqu
d'	d'
infections	infect
post-opératoires	post-opératoir
précise	précis
-t	-t
-elle	-el
Mené	men
partenariat	partenariat
PME	pme
lyonnaise	lyonnais
travail	travail
devrait	devr
aboutir	about
courant	cour
début	début
transfert	transfert
technologie	technolog
l'	l'
objectif	object
Sylvaine	sylvain
Jacquart	jacquart
disposer	dispos
d'	d'
un	un
matériau	matériau
optimale	optimal
fin	fin
thèse	thes
qu'	qu'
elle	elle
soutiendra	soutiendr
l'	l'
automne	automn
La	la
bourse	bours
qu'	qu'
elle	elle
vient	vient
d'	d'
obtenir	obten
6ème	6em
édition	édit
bourses	bours
L'	l'
Oréal	oréal
France	franc
Unesco	unesco
Académie	academ
sciences	scienc
Pour	pour
femmes	femm
science	scienc
évidemment	évident
belle	bel
opportunité	opportun
jeune	jeun
femme	femm
d'	d'
autant	aut
qu'	qu'
elle	elle
découvert	découvert
par	par
hasard	hasard
Et	et
elle	elle
correspondait	correspond
critères	criter
requis	requ
j'	j'
ai	ai
tenté	tent
j'	j'
ai	ai
réussi	réuss
dit	dit
-elle	-el
simplement	simpl
ravie	rav
d'	d'
avoir	avoir
décroché	décroch
bourse	bours
lui	lui
permettre	permettr
réaliser	réalis
lui	lui
tient	tient
coeur	coeur
aussitôt	aussitôt
thèse	thes
soutenue	soutenu
Je	je
souhaite	souhait
partir	part
quelques	quelqu
mois	mois
rencontre	rencontr
spécialisés	spécialis
domaine	domain
matériaux	matérial
santé	sant
découvrir	découvr
solutions	solut
train	train
d'	d'
émerger	émerg
explique	expliqu
-t	-t
-elle	-el
Et	et
Sylvaine	sylvain
Jacquart	jacquart
n'	n'
a	a
qu'	qu'
une	une
seule	seul
corde	cord
arc	arc
passionne	passion
photo	photo
elle	elle
emmènera	emmen
bagages	bagag
quoi	quoi
témoigner	témoign
images	imag
découvertes	découvert
rencontres	rencontr
chercheuses	chercheux
entier	enti
La	la
scientifique	scientif
n'	n'
est	est
toujours	toujour
bien	bien
comprise	compris
image	imag
reste	rest
floue	flou
grand	grand
public	public
Aussi	auss
je	je
souhaite	souhait
apporter	apport
sorte	sort
témoignage	témoignag
conclut	conclut
-elle	-el
Alors	alor
rédactions	rédact
magazine	magazin
mal	mal
sujets	sujet
passionnants	passion
n'	n'
hésitent	hésitent
contacter	contact
juste	just
après	apres
thèse	thes
Medtech	medtech
robots	robot
PME	pme
assistent	assistent
chirurgiens	chirurgien
Bertin	bertin
Nahum	nahum
Français	franc
d'	d'
origine	origin
béninoise	béninois
4ème	4em
position	posit
classement	class
dix	dix
entrepreneurs	entrepreneur
pointe	point
révolutionnaires	révolutionnair
planète	planet
établi	établ
Discovery	discovery
Series	ser
derrière	derri
Steve	stev
Jobs	job
Mark	mark
Zuckerberg	zuckerberg
James	jam
Cameron	cameron
n'	n'
est	est
évidemment	évident
banal	banal
Alors	alor
qu'	qu'
en	en
France	franc
parle	parl
redressement	redress
productif	product
information	inform
saveur	saveur
toute	tout
particulière	particuli
Elle	elle
rappelle	rappel
innovateurs	innov
manquent	manquent
pays	pay
que	que
bien	bien
souvent	souvent
ils	il
peu	peu
reconnus	reconnus
moins	moin
domicile	domicil
Fondateur	fondateur
Medtech	medtech
petite	petit
entreprise	entrepris
compte	compt
aujourd'hui	aujourd'hui
vingtaine	vingtain
personnes	person
Bertin	bertin
Nahum	nahum
après	apres
avoir	avoir
conçu	conçu
BRIGIT	brig
ROSA	ros
robots	robot
chirurgiens	chirurgien
dédiés	dédi
l'	l'
un	un
chirurgie	chirurg
orthopédique	orthoped
l'	l'
autre	autr
neurochirurgie	neurochirurg
travaille	travaill
d'	d'
un	un
troisième	troisiem
robot	robot
centré	centr
rachis	rach
Les	le
premières	premi
opérations	oper
l'	l'
aide	aid
devraient	devr
réalisées	réalis
fin	fin
début	début
La	la
fibre	fibr
entrepreneuriale	entrepreneurial
Bertin	bertin
Nahum	nahum
sait	sait
l'	l'
a	a
naturellement	naturel
Il	il
rappelle	rappel
qu'	qu'
à	à
sortie	sort
l'	l'
Institut	institut
National	national
Sciences	scienc
Appliquées	appliqu
INSA	insa
Lyon	lyon
qu'	qu'
il	il
avait	avait
intégré	integr
quatrième	quatriem
année	anné
rare	rar
après	apres
avoir	avoir
Master	mast
of	of
Science	scienc
robotique	robot
Coventry	coventry
University	university
Angleterre	angleterr
n'	n'
avait	avait
velléité	velléit
créer	cré
entreprise	entrepris
Les	le
écoles	écol
d'	d'
ingénieurs	ingénieur
général	général
cherchent	cherchent
développer	développ
aspect	aspect
là	là
chez	chez
élèves	élev
observe	observ
-t	-t
-il	-il
C'	c'
est	est
pourquoi	pourquoi
diplôme	diplôm
d'	d'
ingénieur	ingénieur
poche	poch
commencé	commenc
travailler	travaill
secteur	secteur
robotique	robot
chirurgicale	chirurgical
domaine	domain
qu'	qu'
il	il
avait	avait
découvert	découvert
l'	l'
INSA	insa
participant	particip
conception	concept
d'	d'
un	un
logiciel	logiciel
capable	capabl
détecter	détect
automatiquement	automat
lésions	lésion
crâniennes	crânien
partir	part
scanners	scanner
Après	apres
différentes	différent
expériences	expérient
professionnelles	professionnel
chez	chez
Computer	comput
Motion	motion
Inc	inc
Integrated	integrated
Surgical	surgical
System	system
Inc	inc
IMMI	immi
SA	sa
où	où
parfait	parf
connaissance	connaiss
chirurgie	chirurg
cardiaque	cardiaqu
orthopédique	orthoped
neurochirurgie	neurochirurg
convaincu	convaincu
qu'	qu'
il	il
existe	exist
marché	march
potentiel	potentiel
robots	robot
chirurgiens	chirurgien
décide	décid
créer	cré
entreprise	entrepris
et	et
commencer	commenc
mûrir	mûr
l'	l'
incubateur	incub
l'	l'
Ecole	ecol
Mines	min
d'	d'
Ales	ale
accompagné	accompagn
Lauréat	lauréat
Concours	concour
nationale	national
d'	d'
aide	aid
création	création
d'	d'
entreprises	entrepris
innovants	innov
juillet	juillet
fonde	fond
aussitôt	aussitôt
Medtech	medtech
basée	bas
aujourd'hui	aujourd'hui
Montpellier	montpelli
Medtech	medtech
n'	n'
est	est
entreprise	entrepris
développe	développ
logiciel	logiciel
où	où
coûts	coût
relativement	relat
faibles	faibl
Nous	nous
concevons	concevon
hardware	hardwar
d'	d'
où	où
coûts	coût
relativement	relat
élevés	élev
petite	petit
entreprise	entrepris
disposait	dispos
peu	peu
fonds	fond
propres	propr
explique	expliqu
-t	-t
-il	-il
Et	et
celui-ci	celui-c
rappeler	rappel
difficulté	difficult
trouver	trouv
investisseurs	investisseur
qui	qui
l'	l'
ensemble	ensembl
restent	restent
frileux	frileux
Mais	mais
grâce	grâc
soutien	soutien
d'	d'
Oséo	oséo
Drire	drir
Région	région
Languedoc	languedoc
Roussillon	roussillon
toujours	toujour
su	su
présents	présent
petite	petit
entreprise	entrepris
tarde	tard
lancer	lanc
BRIGIT	brig
premier	premi
robot	robot
dédié	dédi
chirurgie	chirurg
orthopédique	orthoped
et	et
particulier	particuli
pose	pos
prothèse	prothes
genou	genou
Contacté	contact
tard	tard
groupe	group
américain	américain
Zimmer	zimm
leader	lead
mondial	mondial
chirurgie	chirurg
orthopédique	orthoped
Bertin	bertin
Nahum	nahum
finit	fin
lui	lui
céder	ced
brevets	brevet
protégeait	proteg
technologie	technolog
Nous	nous
avons	avon
décidé	décid
réinvestir	réinvest
partie	part
fruit	fruit
transaction	transact
nouveau	nouveau
visant	vis
développer	développ
ROSA	ros
robot	robot
dédié	dédi
neurochirurgie	neurochirurg
indique	indiqu
-t	-t
-il	-il
Là	là
encore	encor
Oséo	oséo
soutient	soutient
pleinement	plein
PME	pme
montpelliéraine	montpelliérain
Résultat	résultat
l'	l'
espace	espac
ans	an
ROSA	ros
voit	voit
jour	jour
premiers	premi
exemplaires	exemplair
vendus	vendus
parallèlement	parallel
publication	publiqu
premiers	premi
articles	articl
scientifiques	scientif
revues	revu
internationales	international
Aujourd'hui	aujourd'hui
robot	robot
ROSA	ros
installé	install
quinzaine	quinzain
d'	d'
hôpitaux	hôpital
France	franc
l'	l'
étranger	étrang
En	en
Medtech	medtech
décide	décid
d'	d'
ouvrir	ouvr
capital	capital
d'	d'
y	y
entrer	entrer
fonds	fond
d'	d'
investissement	invest
Autofinancer	autofinanc
notre	notr
l'	l'
international	international
s'	s'
avérait	aver
compliqué	compliqu
Aussi	auss
avons	avon
-nous	-nous
opté	opté
solution	solut
visant	vis
appel	appel
fonds	fond
d'	d'
investissement	invest
apporte	apport
moyens	moyen
financiers	financi
nécessaires	nécessair
D'	d'
où	où
l'	l'
ouverture	ouvertur
d'	d'
une	une
structure	structur
New	new
York	york
nos	nos
ventes	vent
Etats-Unis	etats-un
Canada	canad
Chine	chin
explique	expliqu
Bertin	bertin
Nahum	nahum
Parallèlement	parallel
Medtech	medtech
travaille	travaill
d'	d'
un	un
troisième	troisiem
robot	robot
chirurgien	chirurgien
dédié	dédi
chirurgie	chirurg
rachis	rach
c'	c'
est	est
à	à
dire	dir
colonne	colon
vertébrale	vertébral
objectif	object
permettre	permettr
premières	premi
opérations	oper
d'	d'
ici	ici
mois	mois
Cette	cet
famille	famill
va	va
-t	-t
-elle	-el
grandir	grand
Le	le
fondateur	fondateur
Medtech	medtech
estime	estim
sommes	somm
début	début
d'	d'
un	un
mouvement	mouv
inéluctable	inéluct
mouvement	mouv
pénétration	pénetr
fort	fort
bloc	bloc
opératoire	opératoir
La	la
technologie	technolog
remplacer	remplac
chirurgien	chirurgien
métier	méti
reste	rest
artisanal	artisanal
s'	s'
il	il
s'	s'
agit	agit
d'	d'
artisanat	artisanat
haut	haut
niveau	niveau
Elle	elle
juste	just
l'	l'
assister	assist
lui	lui
garantir	garant
quand	quand
implanter	implant
vis	vis
exemple	exempl
travail	travail
sera	ser
réalisé	réalis
grande	grand
efficacité	efficac
Alors	alor
qu'	qu'
elle	elle
célèbre	célebr
dix	dix
ans	an
Medtech	medtech
finalise	finalis
importante	import
augmentation	augment
capital	capital
l'	l'
objectif	object
doubler	doubl
effectifs	effect
prochaines	prochain
années	anné
Les	le
idées	idé
manquent	manquent
Bertin	bertin
Nahum	nahum
mal	mal
développements	développ
devenir	deven
cartons	carton
Des	de
regrets	regret
l'	l'
heure	heur
bilan	bilan
d'	d'
une	une
décennie	décen
d'	d'
activités	activ
Pas	pas
vraiment	vrai
n'	n'
est	est
difficulté	difficult
toujours	toujour
actuelle	actuel
collaborer	collabor
laboratoires	laboratoir
académiques	academ
Pour	pour
petite	petit
entreprise	entrepris
Medtech	medtech
cela	cel
reste	rest
difficile	difficil
parler	parl
transfert	transfert
technologie	technolog
propriété	propriet
intellectuelle	intellectuel
universités	univers
d'	d'
autant	aut
quand	quand
s'	s'
agit	agit
laboratoires	laboratoir
habitués	habitu
travailler	travaill
grands	grand
groupes	group
industriels	industriel
beaucoup	beaucoup
difficultés	difficult
mettre	mettr
diapason	diapason
contraintes	contraint
d'	d'
une	une
PME	pme
d'	d'
une	une
TPE	tpe
observe	observ
-t	-t
-il	-il
Haida	haid
programme	programm
autour	autour
l'	l'
aérothermique	aérotherm
l'	l'
aérodynamique	aérodynam
Il	il
existait	exist
programmes	programm
dit	dit
indien	indien
développés	développ
groupe	group
Safran	safran
Inca	inca
combustion	combust
Maia	mai
mécanique	mécan
Iroqua	iroqu
l'	l'
acoustique	acoust
Poca	poc
génération	géner
distribution	distribu
électrique	électr
En	en
septembre	septembr
dernier	derni
groupe	group
industriel	industriel
français	franc
l'	l'
aéronautique	aéronaut
l'	l'
espace	espac
défense	défens
sécurité	sécur
lancé	lanc
cinquième	cinquiem
Baptisé	baptis
Haida	haid
cHAllenges	challeng
aérothermIques	aérotherm
aéroDynAmiques	aérodynam
celui-ci	celui-c
objectif	object
d'	d'
accélérer	accéler
R&D	r&d
aérothermique	aérotherm
aérodynamique	aérodynam
Rappelons	rappelon
l'	l'
Advisory	advisory
Council	council
for	for
Aeronautics	aeronautic
Research	research
in	in
Europe	europ
l'	l'
ACARE	acar
fixé	fix
objectifs	object
précis	prec
l'	l'
horizon	horizon
autrement	autr
dit	dit
demain	demain
avionneurs	avionneur
réduction	réduct
consommation	consomm
carburant	carbur
émissions	émiss
dioxyde	dioxyd
carbone	carbon
CO2	co2
celles	cel
oxydes	oxyd
d'	d'
azote	azot
NOx	nox
enfin	enfin
bruit	bruit
perçu	perçu
rapport	rapport
situation	situat
telle	tel
qu'	qu'
elle	elle
était	était
Qui	qui
est	est
objectifs	object
ambitieux	ambiti
puisque	puisqu
l'	l'
ACARE	acar
parle	parl
moins	moin
concernant	concern
consommation	consomm
carburant	carbur
moins	moin
émissions	émiss
CO2	co2
moins	moin
celles	cel
NOx	nox
moins	moin
bruit	bruit
perçu	perçu
C'	c'
est	est
répondre	répondr
telles	tel
ambitions	ambit
groupe	group
Safran	safran
décidé	décid
lancer	lanc
nouveau	nouveau
programme	programm
indien	indien
programme	programm
thématique	thémat
qui	qui
prédécesseurs	prédécesseur
vise	vis
favoriser	favoris
travail	travail
pluridisciplinaire	pluridisciplinair
mise	mis
réseau	réseau
équipes	équip
groupe	group
partenaires	partenair
issus	issus
publique	publiqu
privée	priv
Ainsi	ains
Haida	haid
regroupe	regroup
centaine	centain
personnes	person
réparties	répart
groupes	group
travail	travail
aérodynamique	aérodynam
aérothermique	aérotherm
optimisation	optimis
multidisciplinaire	multidisciplinair
parmi	parm
lesquelles	lesquel
ingénieurs	ingénieur
cinq	cinq
laboratoires	laboratoir
CERFACS	cerfac
Toulouse	toulous
CENAERO	cenaero
l'	l'
Institut	institut
Von	von
Karman	karman
Belgique	belgiqu
laboratoires	laboratoir
CNRS	cnr
millions	million
d'	d'
euros	euros
levés	lev
Biom'	biom'
Up	up
accélérer	accéler
développement	développ
Créée	cré
Sylvain	sylvain
Picot	picot
Président	président
Directeur	directeur
Général	général
Patricia	patrici
Forest	forest
Directrice	directric
Générale	général
Déléguée	délégu
Directrice	directric
Scientifique	scientif
docteur	docteur
Christian	christian
Gagnieu	gagnieu
Biom'	biom'
Up	up
start	start
up	up
issue	issu
l'	l'
Institut	institut
National	national
Sciences	scienc
Appliquées	appliqu
INSA	insa
Lyon	lyon
Faculté	facult
Pharmacie	pharmac
l'	l'
Université	univers
Lyon	lyon
Spécialisée	spécialis
biomatériaux	biomatérial
traitement	trait
biopolymères	biopolymer
résorbables	résorb
tels	tel
collagène	collagen
entreprise	entrepris
compte	compt
aujourd'hui	aujourd'hui
près	pres
d'	d'
une	une
trentaine	trentain
personnes	person
localisées	localis
Saint-Priest	saint-priest
Rhône	rhôn
conçoit	conçoit
développe	développ
fabrique	fabriqu
dispositifs	disposit
médicaux	médical
implantables	implant
résorbables	résorb
diverses	divers
applications	appliqu
chirurgicales	chirurgical
régénération	régéner
nerveuse	nerveux
jusqu'	jusqu'
à	à
chirurgie	chirurg
cardio	cardio
thoracique	thorac
Depuis	depuis
Biom'	biom'
Up	up
s'	s'
est	est
engagée	engag
stratégie	strateg
propriétaire	propriétair
l'	l'
homologation	homolog
gammes	gamm
propres	propr
innovantes	innov
COVA	cov
TM	tm
MATRI	matr
TM	tm
BONE	bon
qu'	qu'
elle	elle
commencé	commenc
commercialiser	commercialis
dès	des
La	la
membrane	membran
prévention	prévent
adhérences	adhérent
cicatrisation	cicatris
guidée	guid
combinant	combin
propriétés	propriet
mécaniques	mécan
uniques	uniqu
l'	l'
avantage	avantag
d'	d'
un	un
produit	produit
résorbable	résorb
biocompatible	biocompatibl
Elle	elle
utilisée	utilis
succès	succes
chirurgie	chirurg
digestive	digest
cardio	cardio
thoracique	thorac
chirurgie	chirurg
orthopédique	orthoped
extrémités	extrem
spinale	spinal
dentaire	dentair
implantologie	implantolog
La	la
seconde	second
matrice	matric
régénération	régéner
osseuse	osseux
malléable	malléabl
stable	stabl
offre	offre
praticité	pratiqu
d'	d'
utilisation	utilis
inédite	inédit
Elle	elle
utilisée	utilis
part	part
chirurgie	chirurg
orthopédique	orthoped
maxillo	maxillo
faciale	facial
dentaire	dentair
implantologie	implantolog
Les	le
millions	million
d'	d'
euros	euros
Biom'	biom'
Up	up
vient	vient
lever	lev
auprès	aupres
investisseurs	investisseur
historiques	histor
Mérieux	mérieux
Développement	développ
SHAM	sham
Sofimac	sofimac
Partners	partner
Aquasourça	aquasourc
l'	l'
Améliane	amélian
nouveaux	nouveau
investisseurs	investisseur
le	le
fonds	fond
InnoBio	innobio
géré	ger
CDC	cdc
Entreprises	entrepris
programme	programm
FSI	fsi
France	franc
Investissement	invest
Viveris	viver
Management	manag
OTC	otc
Asset	asset
Management	manag
seront	seront
utilisés	utilis
accélérer	accéler
l'	l'
entreprise	entrepris
prévoit	prévoit
recruter	recrut
commerciaux	commercial
douze	douz
prochains	prochain
mois	mois
financer	financ
campagne	campagn
d'	d'
essai	essai
clinique	cliniqu
phase	phas
III	iii
Europe	europ
Etats-Unis	etats-un
d'	d'
une	une
nouvelle	nouvel
gamme	gamm
innovante	innov
ciblée	cibl
marché	march
chirurgie	chirurg
médecine	médecin
régénérative	régéner
Plus	plus
vols	vol
moins	moin
d'	d'
émissions	émiss
trajets	trajet
rapides	rapid
vision	vision
d'	d'
Airbus	airbus
l'	l'
horizon	horizon
uniquement	uniqu
axés	axé
appareils	appareil
faisons	faison
voler	vol
manière	mani
pourrions	pourrion
voyager	voyag
Cette	cet
vision	vision
Smarter	smart
Skies	ski
s'	s'
articule	articul
autour	autour
cinq	cinq
concepts	concept
peuvent	peuvent
mis	mis
oeuvre	oeuvr
